qty_kirim,qty_terima,delay_jam,kalori,protein,karbo,is_fraud
107.45071229516849,43.911289521345836,12.055141842725796,491.55424259516747,18.112569806794394,81.17847374814869,1
97.92603548243223,93.41750805419521,2.4249853888034996,565.6011482450502,24.0508098840624,79.23070125348076,0
109.71532807151038,89.03928408432286,0.5952202312917632,603.0377274965931,19.20725261079073,91.42148907223444,0
122.84544784612038,99.6562707041918,2.8693763326456074,661.9735128739753,20.362277058870557,98.39397369711465,0
96.48769937914996,115.95767797192869,0.23512401336492728,731.9329861285503,22.86956242655087,88.2421633296154,0
96.4879456457623,80.06302956362842,4.838221697914057,705.5308754697412,19.764146372604237,92.13852501404556,0
123.68819223261087,113.01230746652621,0.9986317193467116,555.6540161242011,12.728608566680563,77.39114921232303,0
111.51152093729362,86.27491891479669,4.337939775444222,620.2630190267478,24.16235001821419,81.50485767366962,0
92.95788421097572,85.28559181254674,1.6526757590820567,656.1100470962053,25.019715319660207,97.82878488319568,0
108.13840065378947,110.2789192751482,5.250326052224468,629.0234300442801,12.675535633598226,86.32053752309874,0
93.04873460781306,111.82904567011425,3.2044248897792427,628.4563819305365,15.826835177353848,77.09564149084622,0
93.01405369644614,110.77114905143982,2.6721473200265367,512.1805340276583,28.095518469942043,80.3906066574485,0
103.62943407349051,78.26303887672788,1.120658458578501,557.7812679088288,20.92813871401565,92.4458154836546,0
71.30079633013304,91.01073532891924,0.43047494646886997,617.7648120688582,20.01420509308146,93.51472412388979,0
74.12623251230451,110.34482888004982,2.784457360845418,402.541946004387,18.294466371801718,69.89442630056271,0
91.5656870613854,78.89850208676674,22.933773643707124,701.2515456007884,15.877189396573463,84.35109530056245,1
84.80753319498365,74.55197693431873,3.2417965467635743,540.1856720231144,19.222329430774465,79.90588588936026,0
104.71370998892911,104.87476908688163,0.2752876247624778,704.947050661211,23.897690956662846,79.2135698227555,0
86.37963886718184,87.27789111512794,0.5619444062846242,697.9132803576728,19.937288162476005,95.9636954051686,0
78.81544447997062,124.91787272588319,4.731450837899346,606.5045565510093,22.441136343572193,77.14954232127289,0
121.98473153382331,121.17262193627388,5.319916877016956,730.0438660561231,27.06282859402625,73.09307476069854,0
96.61335549270197,99.14059867905794,5.465380333154686,709.4557875939946,17.67808727821523,70.22010434757783,0
101.01292307031886,118.4151005715466,2.2234141943619328,625.2830823332288,21.21149960263377,77.90543682553226,0
78.62877720679815,98.97187025185072,1.4955194422557185,616.2592307846642,24.01757424374271,71.17704477466214,0
91.83425913212226,109.48156241562523,0.5982719775357466,737.7786228531486,16.268385466133612,69.62261884953136,0
101.66383884564799,120.16580442953112,4.062768586410866,668.5611071526131,20.712211312263218,69.32035849199487,0
82.73509633866546,101.68248022691469,4.810364590845704,733.5757734694514,27.489298098505444,70.0334875507184,0
105.63547027518509,94.17219242728575,0.6598713712410718,458.88207405178105,18.638998478160737,70.87001133179191,0
90.99041965121792,72.43067062734326,1.8757424323630976,657.8788077615569,24.273386152015156,84.78863265990249,0
95.62459375310085,96.75299711417759,1.325200548934748,523.8072730424501,19.435452491160913,56.48020972871434,0
90.97440081655904,110.35134776843466,1.3696413877025342,647.936919401059,27.198348069267958,71.57896102419772,0
127.78417276763406,112.18450141351444,3.7788623831447934,707.1056166676707,13.418128444651579,78.79844111170121,0
99.79754162893099,105.56547598577615,0.032057681950817374,789.1312116599282,20.259824764041138,93.78349544213766,0
84.1343360656615,89.8805135755664,2.699704536404459,574.9466617250251,14.08458121941644,77.048875531081,0
112.33817368154783,68.34767646578615,3.092357160958798,607.9436155758414,17.196492734876426,78.16011958540791,0
81.68734525043467,90.57177352992898,1.7867732395972713,642.357367433957,17.172724858819223,78.94463955226256,0
103.13295392507133,93.43482693419072,3.339601740480159,572.0375118830488,18.932174771464584,58.11574815466729,0
70.60494814180336,93.30606549214978,2.221477760806175,728.2847783031406,15.24683459721872,87.90911721109917,0
80.07720926652354,107.27834535466887,3.8256948817341683,644.3924363707501,19.71304176976195,87.4090588425365,0
102.95291853803685,127.7851461652226,0.28330795738878134,659.7565618700837,21.841866017924712,89.77395391144007,0
111.07699869993115,49.926469013808195,8.852756539815328,699.6138501419327,13.872387469513736,110.07017663633948,1
102.57052421784955,94.74902316265307,1.8922802857234482,644.2630786899673,17.460270039882115,64.41774076415348,0
98.2652757641764,94.1116728049386,2.008311076707024,584.5968697459308,30.16396853105209,62.143680024731914,0
95.48344456616067,99.86577150361572,0.37107089963219764,644.9583809361227,21.316948555463394,88.47040777518785,0
77.82217014448858,85.57559359477402,0.7796011184618206,348.9032947433573,6.364517591636465,75.95013078577169,1
89.20233687407936,99.80297838119083,3.4223089922350245,658.6384711293189,14.398136540960849,68.17246095755671,0
93.09041843560318,96.33668439448391,5.359887228931596,729.7550176641437,20.903616981491446,76.60925038614837,0
115.85683339328374,101.14529095361732,0.7728815190410345,556.0017366182135,20.40266415429695,72.57987649889935,0
105.15427434352692,104.86312901007172,3.2262286709842876,527.4103198846326,17.65022879319648,100.697324813566,0
73.554397669559,52.25310707011401,5.656223705295383,653.9399948735739,28.773259827551904,107.14174764827962,1
104.86125954092192,71.42154976630334,1.106866101165358,588.5760306604875,30.474915283474616,60.37326450387841,0
94.22376579375525,107.55305237593105,1.4576115498959803,652.5396219529575,18.942466560601105,62.28141424080036,0
89.84616999541062,87.9347773150632,0.17156015211753317,675.632281648776,23.491827463706954,70.88758394441712,0
109.17514433261302,81.56241255494064,0.11451894198947343,478.50510168571685,23.692664685284008,71.72566349985186,0
